Year,School,School_Consistant,lon,lat,IndianMale,IndianFemale,Indian_Pop,Indian_Prcnt,IndianPercent,AsianMale,AsianFemale,Asian_Pop,Asian_Prcnt,AsianPercent,HispanicMale,HispanicFemale,Hispanic_Pop,Hispanic_Prcnt,HispanicPercent,BlackMale,BlackFemale,Black_Pop,Black_Prcnt,BlackPercent,WhiteMale,WhiteFemale,White_Pop,White_Prcnt,WhitePercent,PacificIslandMale,PacificIslandFemale,Pacific_Pop,Pacific_Prcnt,PacificPercent,TwoorMoreMale,TwoorMoreFemale,Mixed_Pop,Mixed_Prcnt,TwoorMorePercent,Total,Diverse1,Diverse2,Diverse3
2010,ML KING JR MIDDLE,MARTIN LUTHER KING JR MIDDLE,-80.778699,35.263409,2,4,6,0.69,0.70%,11,12,23,2.647,2.60%,153,124,277,31.876,31.90%,272,267,539,62.025,62.00%,11,13,24,2.762,2.80%,0,0,0,0,0.00%,0,0,0,0,0.00%,869,0,1,1
2011,MARTIN LUTHER KING JR MIDDLE,MARTIN LUTHER KING JR MIDDLE,-80.778699,35.263409,0,1,1,0.119,0.10%,7,10,17,2.029,2.00%,152,142,294,35.084,35.10%,280,212,492,58.711,58.70%,10,13,23,2.745,2.70%,0,0,0,0,0.00%,4,7,11,1.313,1.30%,838,0,1,1
2012,MARTIN LUTHER KING JR MIDDLE,MARTIN LUTHER KING JR MIDDLE,-80.778699,35.263409,6,3,9,0.988,1.00%,9,9,18,1.976,2.00%,171,156,327,35.895,35.90%,279,246,525,57.629,57.60%,11,12,23,2.525,2.50%,0,0,0,0,0.00%,4,5,9,0.988,1.00%,911,0,1,1
2013,MARTIN LUTHER KING JR MIDDLE,MARTIN LUTHER KING JR MIDDLE,-80.778699,35.263409,5,2,7,0.738,0.70%,5,8,13,1.37,1.40%,172,150,322,33.93,33.90%,294,267,561,59.115,59.10%,20,14,34,3.583,3.60%,0,0,0,0,0.00%,6,6,12,1.264,1.30%,949,0,1,1
2014,Martin Luther King Jr Middle,MARTIN LUTHER KING JR MIDDLE,-80.778699,35.263409,2,2,4,0.371,0.40%,11,7,18,1.668,1.70%,202,183,385,35.681,35.70%,333,280,613,56.812,56.80%,23,15,38,3.522,3.50%,1,1,2,0.185,0.20%,11,8,19,1.761,1.80%,"1,079",0,1,1
2015,Martin Luther King Jr Middle,MARTIN LUTHER KING JR MIDDLE,-80.778699,35.263409,2,1,3,0.272,0.30%,15,10,25,2.269,2.30%,246,207,453,41.107,41.10%,293,280,573,51.996,52.00%,11,18,29,2.632,2.60%,1,1,2,0.181,0.20%,11,6,17,1.543,1.50%,"1,102",0,1,1
2016,Martin Luther King Jr Middle,MARTIN LUTHER KING JR MIDDLE,-80.778699,35.263409,0,0,0,0,0.00%,14,12,26,2.544,2.50%,260,209,469,45.89,45.90%,262,232,494,48.337,48.30%,14,8,22,2.153,2.20%,1,0,1,0.098,0.10%,8,2,10,0.978,1.00%,"1,022",0,1,1
2017,Martin Luther King Jr Middle,MARTIN LUTHER KING JR MIDDLE,-80.778699,35.263409,0,0,0,0,0.00%,9,11,20,2.055,2.10%,244,230,474,48.715,48.70%,234,217,451,46.351,46.40%,13,7,20,2.055,2.10%,1,0,1,0.103,0.10%,6,1,7,0.719,0.70%,973,0,1,1
2018,Martin Luther King Jr Middle,MARTIN LUTHER KING JR MIDDLE,-80.778699,35.263409,1,0,1,0.107,0.10%,7,9,16,1.713,1.70%,249,241,490,52.463,52.50%,209,187,396,42.398,42.40%,14,9,23,2.463,2.50%,2,0,2,0.214,0.20%,3,3,6,0.642,0.60%,934,0,1,1
2019,Martin Luther King Jr Middle,MARTIN LUTHER KING JR MIDDLE,-80.778699,35.263409,0,0,0,0,0.00%,7,10,17,1.834,1.80%,243,268,511,55.124,55.10%,193,175,368,39.698,39.70%,12,6,18,1.942,1.90%,2,0,2,0.216,0.20%,6,5,11,1.187,1.20%,927,0,1,1
2020,Martin Luther King Jr Middle,MARTIN LUTHER KING JR MIDDLE,-80.778699,35.263409,0,2,2,0.217,0.20%,7,13,20,2.172,2.20%,294,266,560,60.803,60.80%,167,144,311,33.768,33.80%,11,6,17,1.846,1.80%,1,3,4,0.434,0.40%,2,5,7,0.76,0.80%,921,0,1,1
2008,MATH & SCIENCE AT GA,MATH & SCIENCE AT GA,-80.78199,35.241017,2,0,2,0.901,0.90%,5,3,8,3.604,3.60%,36,40,76,34.234,34.20%,68,58,126,56.757,56.80%,8,2,10,4.505,4.50%,0,0,0,0,0.00%,0,0,0,0,0.00%,222,0,1,1
2008,MATH ENGIN TECH SCI,MATH ENGIN TECH SCI,-80.78199,35.241017,2,3,5,1.211,1.20%,34,12,46,11.138,11.10%,43,25,68,16.465,16.50%,79,24,103,24.939,24.90%,157,34,191,46.247,46.20%,0,0,0,0,0.00%,0,0,0,0,0.00%,413,0,0,0
2008,MATTHEWS ELEMENTARY,MATTHEWS ELEMENTARY,-80.723977,35.113686,1,3,4,0.362,0.40%,29,31,60,5.425,5.40%,34,35,69,6.239,6.20%,92,90,182,16.456,16.50%,421,370,791,71.519,71.50%,0,0,0,0,0.00%,0,0,0,0,0.00%,1106,0,0,0
2009,MATTHEWS ELEMENTARY,MATTHEWS ELEMENTARY,-80.723977,35.113686,0,3,3,0.277,0.30%,30,27,57,5.258,5.30%,44,42,86,7.934,7.90%,91,100,191,17.62,17.60%,406,341,747,68.911,68.90%,0,0,0,0,0.00%,0,0,0,0,0.00%,1084,0,0,0
2010,MATTHEWS ELEMENTARY,MATTHEWS ELEMENTARY,-80.723977,35.113686,0,3,3,0.293,0.30%,33,36,69,6.745,6.70%,37,41,78,7.625,7.60%,87,104,191,18.671,18.70%,362,320,682,66.667,66.70%,0,0,0,0,0.00%,0,0,0,0,0.00%,1023,0,0,0
2011,MATTHEWS ELEMENTARY,MATTHEWS ELEMENTARY,-80.723977,35.113686,0,2,2,0.201,0.20%,39,34,73,7.351,7.40%,46,42,88,8.862,8.90%,62,70,132,13.293,13.30%,315,317,632,63.646,63.60%,0,0,0,0,0.00%,31,35,66,6.647,6.60%,993,0,0,0
2012,MATTHEWS ELEMENTARY,MATTHEWS ELEMENTARY,-80.723977,35.113686,0,3,3,0.311,0.30%,38,31,69,7.15,7.20%,47,39,86,8.912,8.90%,67,73,140,14.508,14.50%,312,321,633,65.596,65.60%,0,0,0,0,0.00%,15,19,34,3.523,3.50%,965,0,0,0
2013,MATTHEWS ELEMENTARY,MATTHEWS ELEMENTARY,-80.723977,35.113686,3,1,4,0.409,0.40%,36,32,68,6.96,7.00%,60,48,108,11.054,11.10%,86,73,159,16.274,16.30%,291,313,604,61.822,61.80%,0,0,0,0,0.00%,18,16,34,3.48,3.50%,977,0,0,0
2014,Matthews Elementary,MATTHEWS ELEMENTARY,-80.723977,35.113686,1,1,2,0.205,0.20%,38,38,76,7.803,7.80%,56,54,110,11.294,11.30%,83,82,165,16.94,16.90%,280,315,595,61.088,61.10%,1,1,2,0.205,0.20%,13,11,24,2.464,2.50%,974,0,0,0
2015,Matthews Elementary,MATTHEWS ELEMENTARY,-80.723977,35.113686,1,1,2,0.199,0.20%,42,34,76,7.555,7.60%,52,60,112,11.133,11.10%,90,100,190,18.887,18.90%,292,308,600,59.642,59.60%,1,1,2,0.199,0.20%,16,8,24,2.386,2.40%,"1,006",0,0,0
2016,Matthews Elementary,MATTHEWS ELEMENTARY,-80.723977,35.113686,1,1,2,0.206,0.20%,30,34,64,6.605,6.60%,57,55,112,11.558,11.60%,82,93,175,18.06,18.10%,292,308,600,61.92,61.90%,0,0,0,0,0.00%,9,7,16,1.651,1.70%,969,0,0,0
2017,Matthews Elementary,MATTHEWS ELEMENTARY,-80.723977,35.113686,2,0,2,0.214,0.20%,26,33,59,6.324,6.30%,57,59,116,12.433,12.40%,82,77,159,17.042,17.00%,286,291,577,61.844,61.80%,1,0,1,0.107,0.10%,8,11,19,2.036,2.00%,933,0,0,0
2018,Matthews Elementary,MATTHEWS ELEMENTARY,-80.723977,35.113686,0,0,0,0,0.00%,21,32,53,5.632,5.60%,67,59,126,13.39,13.40%,81,84,165,17.535,17.50%,278,298,576,61.211,61.20%,1,0,1,0.106,0.10%,6,14,20,2.125,2.10%,941,0,0,0
2019,Matthews Elementary,MATTHEWS ELEMENTARY,-80.723977,35.113686,1,0,1,0.098,0.10%,28,35,63,6.195,6.20%,74,73,147,14.454,14.50%,80,94,174,17.109,17.10%,304,306,610,59.98,60.00%,1,0,1,0.098,0.10%,10,11,21,2.065,2.10%,"1,017",0,0,0
2020,Matthews Elementary,MATTHEWS ELEMENTARY,-80.723977,35.113686,1,0,1,0.103,0.10%,22,47,69,7.135,7.10%,77,68,145,14.995,15.00%,72,91,163,16.856,16.90%,282,277,559,57.808,57.80%,2,1,3,0.31,0.30%,15,12,27,2.792,2.80%,967,0,0,0
2008,MCALPINE ELEMENTARY,MCALPINE ELEMENTARY,-80.828079,35.081819,1,1,2,0.264,0.30%,17,27,44,5.812,5.80%,34,27,61,8.058,8.10%,57,66,123,16.248,16.20%,271,256,527,69.617,69.60%,0,0,0,0,0.00%,0,0,0,0,0.00%,757,0,0,0
2009,MCALPINE ELEMENTARY,MCALPINE ELEMENTARY,-80.828079,35.081819,3,2,5,0.849,0.80%,15,13,28,4.754,4.80%,39,28,67,11.375,11.40%,57,52,109,18.506,18.50%,201,179,380,64.516,64.50%,0,0,0,0,0.00%,0,0,0,0,0.00%,589,0,0,0
2010,MCALPINE ELEMENTARY,MCALPINE ELEMENTARY,-80.828079,35.081819,3,0,3,0.585,0.60%,11,14,25,4.873,4.90%,31,25,56,10.916,10.90%,49,48,97,18.908,18.90%,172,160,332,64.717,64.70%,0,0,0,0,0.00%,0,0,0,0,0.00%,513,0,0,0
2011,MCALPINE ELEMENTARY,MCALPINE ELEMENTARY,-80.828079,35.081819,3,0,3,0.578,0.60%,13,11,24,4.624,4.60%,28,21,49,9.441,9.40%,38,34,72,13.873,13.90%,184,162,346,66.667,66.70%,0,0,0,0,0.00%,14,11,25,4.817,4.80%,519,0,0,0
2012,MCALPINE ELEMENTARY,MCALPINE ELEMENTARY,-80.828079,35.081819,3,0,3,0.596,0.60%,11,11,22,4.374,4.40%,27,21,48,9.543,9.50%,50,35,85,16.899,16.90%,180,152,332,66.004,66.00%,0,0,0,0,0.00%,7,6,13,2.584,2.60%,503,0,0,0
2013,MCALPINE ELEMENTARY,MCALPINE ELEMENTARY,-80.828079,35.081819,1,0,1,0.194,0.20%,14,13,27,5.233,5.20%,21,21,42,8.14,8.10%,50,35,85,16.473,16.50%,190,158,348,67.442,67.40%,0,0,0,0,0.00%,6,7,13,2.519,2.50%,516,0,0,0
2014,McAlpine Elementary,MCALPINE ELEMENTARY,-80.828079,35.081819,2,0,2,0.385,0.40%,18,16,34,6.551,6.60%,20,24,44,8.478,8.50%,50,28,78,15.029,15.00%,197,148,345,66.474,66.50%,0,0,0,0,0.00%,7,9,16,3.083,3.10%,519,0,0,0
2015,McAlpine Elementary,MCALPINE ELEMENTARY,-80.828079,35.081819,0,0,0,0,0.00%,15,13,28,5.578,5.60%,24,25,49,9.761,9.80%,58,25,83,16.534,16.50%,197,136,333,66.335,66.30%,1,0,1,0.199,0.20%,5,3,8,1.594,1.60%,502,0,0,0
2016,McAlpine Elementary,MCALPINE ELEMENTARY,-80.828079,35.081819,0,0,0,0,0.00%,16,14,30,5.871,5.90%,36,28,64,12.524,12.50%,45,28,73,14.286,14.30%,197,136,333,65.166,65.20%,1,0,1,0.196,0.20%,7,3,10,1.957,2.00%,511,0,0,0
2017,McAlpine Elementary,MCALPINE ELEMENTARY,-80.828079,35.081819,0,1,1,0.213,0.20%,16,13,29,6.17,6.20%,37,28,65,13.83,13.80%,46,25,71,15.106,15.10%,162,131,293,62.34,62.30%,1,1,2,0.426,0.40%,6,3,9,1.915,1.90%,470,0,0,0
2018,McAlpine Elementary,MCALPINE ELEMENTARY,-80.828079,35.081819,0,2,2,0.383,0.40%,18,24,42,8.046,8.00%,48,32,80,15.326,15.30%,46,42,88,16.858,16.90%,158,136,294,56.322,56.30%,1,1,2,0.383,0.40%,9,5,14,2.682,2.70%,522,0,0,0
2019,McAlpine Elementary,MCALPINE ELEMENTARY,-80.828079,35.081819,0,1,1,0.194,0.20%,15,21,36,6.977,7.00%,48,40,88,17.054,17.10%,47,41,88,17.054,17.10%,148,135,283,54.845,54.80%,1,1,2,0.388,0.40%,10,8,18,3.488,3.50%,516,0,0,0
2020,McAlpine Elementary,MCALPINE ELEMENTARY,-80.828079,35.081819,0,1,1,0.202,0.20%,13,20,33,6.653,6.70%,46,34,80,16.129,16.10%,52,45,97,19.556,19.60%,138,120,258,52.016,52.00%,0,0,0,0,0.00%,12,15,27,5.444,5.40%,496,0,0,0
2008,MCCLINTOCK MIDDLE,MCCLINTOCK MIDDLE,-80.768846,35.179721,1,1,2,0.267,0.30%,8,6,14,1.869,1.90%,81,73,154,20.561,20.60%,237,233,470,62.75,62.80%,58,51,109,14.553,14.60%,0,0,0,0,0.00%,0,0,0,0,0.00%,749,0,0,0
2009,MCCLINTOCK MIDDLE,MCCLINTOCK MIDDLE,-80.768846,35.179721,3,6,9,1.374,1.40%,8,8,16,2.443,2.40%,87,59,146,22.29,22.30%,193,206,399,60.916,60.90%,46,39,85,12.977,13.00%,0,0,0,0,0.00%,0,0,0,0,0.00%,655,0,0,0
2010,MCCLINTOCK MIDDLE,MCCLINTOCK MIDDLE,-80.768846,35.179721,1,2,3,0.483,0.50%,17,12,29,4.67,4.70%,80,63,143,23.027,23.00%,191,178,369,59.42,59.40%,45,32,77,12.399,12.40%,0,0,0,0,0.00%,0,0,0,0,0.00%,621,0,0,0
2011,MCCLINTOCK MIDDLE,MCCLINTOCK MIDDLE,-80.768846,35.179721,1,1,2,0.324,0.30%,16,13,29,4.693,4.70%,74,70,144,23.301,23.30%,165,173,338,54.693,54.70%,47,32,79,12.783,12.80%,0,0,0,0,0.00%,17,9,26,4.207,4.20%,618,0,0,0
2012,MCCLINTOCK MIDDLE,MCCLINTOCK MIDDLE,-80.768846,35.179721,4,2,6,0.894,0.90%,18,14,32,4.769,4.80%,71,81,152,22.653,22.70%,190,189,379,56.483,56.50%,40,40,80,11.923,11.90%,0,0,0,0,0.00%,11,11,22,3.279,3.30%,671,0,0,0
2013,MCCLINTOCK MIDDLE,MCCLINTOCK MIDDLE,-80.768846,35.179721,1,2,3,0.435,0.40%,12,19,31,4.493,4.50%,72,85,157,22.754,22.80%,199,209,408,59.13,59.10%,39,37,76,11.014,11.00%,0,0,0,0,0.00%,8,7,15,2.174,2.20%,690,0,0,0
2014,McClintock Middle,MCCLINTOCK MIDDLE,-80.768846,35.179721,1,2,3,0.39,0.40%,17,29,46,5.974,6.00%,78,81,159,20.649,20.60%,243,216,459,59.61,59.60%,44,39,83,10.779,10.80%,0,0,0,0,0.00%,7,13,20,2.597,2.60%,770,0,0,0
2015,McClintock Middle,MCCLINTOCK MIDDLE,-80.768846,35.179721,2,6,8,0.936,0.90%,22,25,47,5.497,5.50%,108,104,212,24.795,24.80%,235,217,452,52.865,52.90%,68,38,106,12.398,12.40%,0,1,1,0.117,0.10%,18,11,29,3.392,3.40%,855,0,0,0
2016,McClintock Middle,MCCLINTOCK MIDDLE,-80.768846,35.179721,1,5,6,0.649,0.60%,30,29,59,6.378,6.40%,119,110,229,24.757,24.80%,255,226,481,52,52.00%,66,43,109,11.784,11.80%,0,1,1,0.108,0.10%,26,14,40,4.324,4.30%,925,0,0,0
2017,McClintock Middle,MCCLINTOCK MIDDLE,-80.768846,35.179721,0,4,4,0.388,0.40%,35,41,76,7.371,7.40%,170,132,302,29.292,29.30%,259,253,512,49.661,49.70%,69,44,113,10.96,11.00%,0,0,0,0,0.00%,14,10,24,2.328,2.30%,"1,031",0,0,0
2018,McClintock Middle,MCCLINTOCK MIDDLE,-80.768846,35.179721,0,2,2,0.182,0.20%,32,37,69,6.267,6.30%,187,166,353,32.062,32.10%,277,248,525,47.684,47.70%,77,56,133,12.08,12.10%,0,0,0,0,0.00%,12,7,19,1.726,1.70%,"1,101",0,0,0
2019,McClintock Middle,MCCLINTOCK MIDDLE,-80.768846,35.179721,0,0,0,0,0.00%,26,37,63,5.478,5.50%,199,192,391,34,34.00%,290,236,526,45.739,45.70%,86,63,149,12.957,13.00%,0,0,0,0,0.00%,8,13,21,1.826,1.80%,"1,150",0,0,0
2020,McClintock Middle,MCCLINTOCK MIDDLE,-80.768846,35.179721,0,0,0,0,0.00%,27,29,56,4.706,4.70%,196,211,407,34.202,34.20%,291,245,536,45.042,45.00%,94,73,167,14.034,14.00%,1,1,2,0.168,0.20%,9,13,22,1.849,1.80%,1190,0,0,0
2008,MCKEE ROAD ELEM,MCKEE ROAD ELEMENTARY,-80.754907,35.068189,3,2,5,0.479,0.50%,55,41,96,9.195,9.20%,27,26,53,5.077,5.10%,53,64,117,11.207,11.20%,351,422,773,74.042,74.00%,0,0,0,0,0.00%,0,0,0,0,0.00%,1044,0,0,0
2009,MCKEE ROAD ELEM,MCKEE ROAD ELEMENTARY,-80.754907,35.068189,0,0,0,0,0.00%,30,18,48,8.905,8.90%,15,11,26,4.824,4.80%,34,35,69,12.801,12.80%,188,208,396,73.469,73.50%,0,0,0,0,0.00%,0,0,0,0,0.00%,539,0,0,0
2010,MCKEE ROAD ELEM,MCKEE ROAD ELEMENTARY,-80.754907,35.068189,0,1,1,0.2,0.20%,26,15,41,8.2,8.20%,12,15,27,5.4,5.40%,32,33,65,13,13.00%,196,170,366,73.2,73.20%,0,0,0,0,0.00%,0,0,0,0,0.00%,500,0,0,0
2011,MCKEE ROAD ELEMENTARY,MCKEE ROAD ELEMENTARY,-80.754907,35.068189,0,1,1,0.199,0.20%,19,16,35,6.958,7.00%,13,15,28,5.567,5.60%,20,26,46,9.145,9.10%,197,168,365,72.565,72.60%,0,0,0,0,0.00%,16,12,28,5.567,5.60%,503,0,1,1
2012,MCKEE ROAD ELEMENTARY,MCKEE ROAD ELEMENTARY,-80.754907,35.068189,0,1,1,0.204,0.20%,25,18,43,8.758,8.80%,15,15,30,6.11,6.10%,24,30,54,10.998,11.00%,179,170,349,71.079,71.10%,0,0,0,0,0.00%,5,9,14,2.851,2.90%,491,0,0,0
2013,MCKEE ROAD ELEMENTARY,MCKEE ROAD ELEMENTARY,-80.754907,35.068189,0,0,0,0,0.00%,22,22,44,8.907,8.90%,24,17,41,8.3,8.30%,22,26,48,9.717,9.70%,176,173,349,70.648,70.60%,0,0,0,0,0.00%,5,7,12,2.429,2.40%,494,0,1,1
2014,McKee Road Elementary,MCKEE ROAD ELEMENTARY,-80.754907,35.068189,2,1,3,0.604,0.60%,25,31,56,11.268,11.30%,30,14,44,8.853,8.90%,25,23,48,9.658,9.70%,166,171,337,67.807,67.80%,0,1,1,0.201,0.20%,3,5,8,1.61,1.60%,497,0,1,1
2015,McKee Road Elementary,MCKEE ROAD ELEMENTARY,-80.754907,35.068189,2,3,5,1.014,1.00%,23,32,55,11.156,11.20%,30,15,45,9.128,9.10%,29,22,51,10.345,10.30%,152,176,328,66.531,66.50%,0,2,2,0.406,0.40%,3,4,7,1.42,1.40%,493,0,0,0
2016,McKee Road Elementary,MCKEE ROAD ELEMENTARY,-80.754907,35.068189,2,3,5,0.929,0.90%,33,36,69,12.825,12.80%,31,17,48,8.922,8.90%,26,20,46,8.55,8.60%,162,197,359,66.729,66.70%,0,2,2,0.372,0.40%,6,3,9,1.673,1.70%,538,0,1,1
2017,McKee Road Elementary,MCKEE ROAD ELEMENTARY,-80.754907,35.068189,2,3,5,0.973,1.00%,34,35,69,13.424,13.40%,26,18,44,8.56,8.60%,26,14,40,7.782,7.80%,154,187,341,66.342,66.30%,0,2,2,0.389,0.40%,9,4,13,2.529,2.50%,514,0,1,1
2018,McKee Road Elementary,MCKEE ROAD ELEMENTARY,-80.754907,35.068189,1,2,3,0.6,0.60%,44,43,87,17.4,17.40%,26,14,40,8,8.00%,31,18,49,9.8,9.80%,147,157,304,60.8,60.80%,0,3,3,0.6,0.60%,10,4,14,2.8,2.80%,500,0,1,1
2019,McKee Road Elementary,MCKEE ROAD ELEMENTARY,-80.754907,35.068189,0,0,0,0,0.00%,46,56,102,18.412,18.40%,30,19,49,8.845,8.80%,30,24,54,9.747,9.70%,157,171,328,59.206,59.20%,0,1,1,0.181,0.20%,13,7,20,3.61,3.60%,554,0,1,1
2020,McKee Road Elementary,MCKEE ROAD ELEMENTARY,-80.754907,35.068189,1,0,1,0.171,0.20%,63,66,129,22.089,22.10%,34,25,59,10.103,10.10%,30,28,58,9.932,9.90%,172,151,323,55.308,55.30%,0,0,0,0,0.00%,8,6,14,2.397,2.40%,584,0,1,1
2018,Merancas Middle College High,MERANCAS MIDDLE COLLEGE HIGH,-80.840072,35.392582,0,0,0,0,0.00%,5,4,9,8.036,8.00%,2,6,8,7.143,7.10%,19,22,41,36.607,36.60%,25,28,53,47.321,47.30%,0,0,0,0,0.00%,0,1,1,0.893,0.90%,112,0,0,0
2019,Merancas Middle College High,MERANCAS MIDDLE COLLEGE HIGH,-80.840072,35.392582,0,0,0,0,0.00%,8,8,16,9.143,9.10%,5,10,15,8.571,8.60%,23,37,60,34.286,34.30%,34,44,78,44.571,44.60%,0,0,0,0,0.00%,3,3,6,3.429,3.40%,175,0,0,0
2020,Merancas Middle College High,MERANCAS MIDDLE COLLEGE HIGH,-80.840072,35.392582,0,0,0,0,0.00%,6,10,16,8.989,9.00%,7,8,15,8.427,8.40%,21,39,60,33.708,33.70%,35,43,78,43.82,43.80%,0,0,0,0,0.00%,6,3,9,5.056,5.10%,178,0,0,0
2008,MERRY OAKS ELEM,MERRY OAKS INTERNATIONAL ACADEMY,-80.783082,35.218407,0,1,1,0.161,0.20%,18,24,42,6.752,6.80%,161,156,317,50.965,51.00%,135,110,245,39.389,39.40%,8,9,17,2.733,2.70%,0,0,0,0,0.00%,0,0,0,0,0.00%,622,0,1,1
2009,MERRY OAKS ELEM,MERRY OAKS INTERNATIONAL ACADEMY,-80.783082,35.218407,0,2,2,0.33,0.30%,20,33,53,8.746,8.70%,159,143,302,49.835,49.80%,119,109,228,37.624,37.60%,9,12,21,3.465,3.50%,0,0,0,0,0.00%,0,0,0,0,0.00%,606,0,1,1
2010,MERRY OAKS ELEM,MERRY OAKS INTERNATIONAL ACADEMY,-80.783082,35.218407,0,1,1,0.18,0.20%,21,22,43,7.748,7.70%,144,142,286,51.532,51.50%,115,93,208,37.477,37.50%,9,8,17,3.063,3.10%,0,0,0,0,0.00%,0,0,0,0,0.00%,555,0,1,1
2011,MERRY OAKS ELEMENTARY,MERRY OAKS INTERNATIONAL ACADEMY,-80.783082,35.218407,0,0,0,0,0.00%,36,24,60,9.82,9.80%,175,152,327,53.519,53.50%,94,93,187,30.606,30.60%,8,7,15,2.455,2.50%,0,0,0,0,0.00%,18,4,22,3.601,3.60%,611,0,1,1
2012,MERRY OAKS ELEMENTARY,MERRY OAKS INTERNATIONAL ACADEMY,-80.783082,35.218407,0,0,0,0,0.00%,38,33,71,10.411,10.40%,191,161,352,51.613,51.60%,110,104,214,31.378,31.40%,18,13,31,4.545,4.50%,0,0,0,0,0.00%,9,5,14,2.053,2.10%,682,0,1,1
2013,MERRY OAKS ELEMENTARY,MERRY OAKS INTERNATIONAL ACADEMY,-80.783082,35.218407,0,2,2,0.278,0.30%,34,35,69,9.597,9.60%,181,182,363,50.487,50.50%,126,124,250,34.771,34.80%,11,10,21,2.921,2.90%,0,0,0,0,0.00%,8,6,14,1.947,1.90%,719,0,1,1
2014,Merry Oaks Elementary,MERRY OAKS INTERNATIONAL ACADEMY,-80.783082,35.218407,1,1,2,0.277,0.30%,34,36,70,9.695,9.70%,182,173,355,49.169,49.20%,114,139,253,35.042,35.00%,13,9,22,3.047,3.00%,1,1,2,0.277,0.30%,9,9,18,2.493,2.50%,722,0,1,1
2015,Merry Oaks Elementary,MERRY OAKS INTERNATIONAL ACADEMY,-80.783082,35.218407,1,1,2,0.286,0.30%,38,36,74,10.571,10.60%,203,159,362,51.714,51.70%,117,119,236,33.714,33.70%,11,5,16,2.286,2.30%,0,1,1,0.143,0.10%,5,4,9,1.286,1.30%,700,0,1,1
2016,Merry Oaks Elementary,MERRY OAKS INTERNATIONAL ACADEMY,-80.783082,35.218407,2,0,2,0.295,0.30%,29,29,58,8.542,8.50%,211,180,391,57.585,57.60%,102,108,210,30.928,30.90%,6,8,14,2.062,2.10%,0,1,1,0.147,0.10%,2,1,3,0.442,0.40%,679,0,1,1
2017,Merry Oaks Elementary,MERRY OAKS INTERNATIONAL ACADEMY,-80.783082,35.218407,1,1,2,0.301,0.30%,22,21,43,6.466,6.50%,222,192,414,62.256,62.30%,92,95,187,28.12,28.10%,7,8,15,2.256,2.30%,0,2,2,0.301,0.30%,1,1,2,0.301,0.30%,665,0,1,1
2018,Merry Oaks International Academy,MERRY OAKS INTERNATIONAL ACADEMY,-80.783082,35.218407,1,1,2,0.324,0.30%,10,17,27,4.376,4.40%,205,192,397,64.344,64.30%,84,85,169,27.391,27.40%,9,9,18,2.917,2.90%,0,1,1,0.162,0.20%,2,1,3,0.486,0.50%,617,0,1,1
2019,Merry Oaks International Academy,MERRY OAKS INTERNATIONAL ACADEMY,-80.783082,35.218407,0,0,0,0,0.00%,5,6,11,2.111,2.10%,160,194,354,67.946,67.90%,66,62,128,24.568,24.60%,11,9,20,3.839,3.80%,2,1,3,0.576,0.60%,4,1,5,0.96,1.00%,521,0,1,1
2020,Merry Oaks International Academy,MERRY OAKS INTERNATIONAL ACADEMY,-80.783082,35.218407,0,1,1,0.18,0.20%,2,7,9,1.616,1.60%,181,197,378,67.864,67.90%,69,74,143,25.673,25.70%,12,6,18,3.232,3.20%,0,0,0,0,0.00%,5,3,8,1.436,1.40%,557,0,1,1
2008,METRO,METRO SCHOOL,-80.842681,35.219338,0,0,0,0,0.00%,2,1,3,1.563,1.60%,7,5,12,6.25,6.30%,63,29,92,47.917,47.90%,54,31,85,44.271,44.30%,0,0,0,0,0.00%,0,0,0,0,0.00%,192,0,0,0
2009,METRO,METRO SCHOOL,-80.842681,35.219338,0,0,0,0,0.00%,3,1,4,1.852,1.90%,12,8,20,9.259,9.30%,67,36,103,47.685,47.70%,53,36,89,41.204,41.20%,0,0,0,0,0.00%,0,0,0,0,0.00%,216,0,0,0
2010,METRO,METRO SCHOOL,-80.842681,35.219338,0,0,0,0,0.00%,3,2,5,2.203,2.20%,13,9,22,9.692,9.70%,72,43,115,50.661,50.70%,51,34,85,37.445,37.40%,0,0,0,0,0.00%,0,0,0,0,0.00%,227,0,0,0
2011,METRO SCHOOL,METRO SCHOOL,-80.842681,35.219338,0,0,0,0,0.00%,3,2,5,2.304,2.30%,13,9,22,10.138,10.10%,68,42,110,50.691,50.70%,46,33,79,36.406,36.40%,0,0,0,0,0.00%,0,1,1,0.461,0.50%,217,0,0,0
2012,METRO SCHOOL,METRO SCHOOL,-80.842681,35.219338,0,1,1,0.446,0.40%,2,1,3,1.339,1.30%,14,13,27,12.054,12.10%,68,45,113,50.446,50.40%,46,29,75,33.482,33.50%,0,0,0,0,0.00%,5,0,5,2.232,2.20%,224,0,0,0
2013,METRO SCHOOL,METRO SCHOOL,-80.842681,35.219338,0,1,1,0.437,0.40%,2,1,3,1.31,1.30%,15,14,29,12.664,12.70%,66,52,118,51.528,51.50%,44,30,74,32.314,32.30%,0,0,0,0,0.00%,4,0,4,1.747,1.70%,229,0,0,0
2014,Metro School,METRO SCHOOL,-80.842681,35.219338,0,1,1,0.429,0.40%,2,2,4,1.717,1.70%,18,19,37,15.88,15.90%,69,52,121,51.931,51.90%,40,24,64,27.468,27.50%,0,0,0,0,0.00%,6,0,6,2.575,2.60%,233,0,0,0
